timestamp,tasks,stress,sleep,deadline,postureScore,cognitiveLoad,improvedLoad,risk,suggestion
2026-05-17 21:13:20.580323,6,6,6,7,5,95.6,66.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:22.513173,6,6,6,7,5,95.6,55.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:24.462320,6,6,6,7,5,95.6,55.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:26.438065,6,6,6,7,5,95.6,68.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:28.467784,6,6,6,7,5,95.6,64.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:30.554299,6,6,6,7,5,95.6,59.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:33.007928,6,6,6,7,5,95.6,62.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:34.576293,6,6,6,7,5,95.6,58.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:37.484585,6,6,6,7,5,95.6,73.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:39.828189,6,6,6,7,5,95.6,60.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:40.667815,6,6,6,7,5,95.6,73.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:42.409986,6,6,6,7,5,95.6,74.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:44.502270,6,6,6,7,5,95.6,57.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:46.482844,6,6,6,7,5,95.6,60.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:48.543860,6,6,6,7,5,95.6,71.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:50.450898,6,6,6,7,5,95.6,72.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:52.544488,6,6,6,7,5,95.6,65.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:54.782478,6,6,6,7,5,95.6,62.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:56.711894,6,6,6,7,5,95.6,70.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:13:58.476337,6,6,6,7,5,95.6,55.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:01.876350,6,6,6,7,5,95.6,70.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:03.453261,6,6,6,7,5,95.6,62.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:04.499495,6,6,6,7,5,95.6,57.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:06.682920,6,6,6,7,5,95.6,55.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:08.643713,6,6,6,7,5,95.6,58.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:10.749723,6,6,6,7,5,95.6,61.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:13.812425,6,6,6,7,5,95.6,71.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:14.471182,6,6,6,7,5,95.6,68.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:16.412557,6,6,6,7,5,95.6,75.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:18.776304,6,6,6,7,5,95.6,69.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:20.943809,6,6,6,7,5,95.6,66.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:23.158780,6,6,6,7,5,95.6,67.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:25.250644,6,6,6,7,5,95.6,63.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:27.499661,6,6,6,7,5,95.6,70.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:28.581670,6,6,6,7,5,95.6,57.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:30.436770,6,6,6,7,5,95.6,65.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:32.468058,6,6,6,7,5,95.6,61.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:34.411740,6,6,6,7,5,95.6,64.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:36.411288,6,6,6,7,5,95.6,63.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:38.403416,6,6,6,7,5,95.6,60.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:40.469701,6,6,6,7,5,95.6,73.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:42.618677,6,6,6,7,5,95.6,71.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:44.467254,6,6,6,7,5,95.6,74.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:46.504770,6,6,6,7,5,95.6,65.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:48.452485,6,6,6,7,5,95.6,59.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:50.429412,6,6,6,7,5,95.6,75.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:52.480509,6,6,6,7,5,95.6,71.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:54.481527,6,6,6,7,5,95.6,64.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:56.506540,6,6,6,7,5,95.6,57.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:14:58.413559,6,6,6,7,5,95.6,59.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:06.151666,6,6,6,7,9,88.4,66.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:08.207836,6,6,6,7,9,88.4,68.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:10.349493,6,6,6,7,9,88.4,57.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:12.102390,6,6,6,7,9,88.4,68.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:27.355149,6,6,6,7,9,88.4,55.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:29.314961,6,6,6,7,9,88.4,52.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:31.180535,6,6,6,7,9,88.4,57.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:33.443803,6,6,6,7,9,88.4,56.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:35.256760,6,6,6,7,9,88.4,67.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:37.822789,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:39.782018,6,6,6,7,9,88.4,62.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:41.669623,6,6,6,7,9,88.4,48.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:43.407162,6,6,6,7,9,88.4,49.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:45.531145,6,6,6,7,9,88.4,57.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:53.302332,6,6,6,7,9,88.4,59.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:55.456381,6,6,6,7,9,88.4,52.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:57.415554,6,6,6,7,9,88.4,60.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:15:59.303759,6,6,6,7,9,88.4,66.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:01.309504,6,6,6,7,9,88.4,59.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:03.310812,6,6,6,7,9,88.4,63.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:05.292651,6,6,6,7,9,88.4,65.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:07.576989,6,6,6,7,9,88.4,58.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:09.301180,6,6,6,7,9,88.4,64.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:11.301726,6,6,6,7,9,88.4,61.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:13.342634,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:15.338429,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:17.368017,6,6,6,7,9,88.4,53.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:19.359879,6,6,6,7,9,88.4,68.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:21.334039,6,6,6,7,9,88.4,50.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:23.477776,6,6,6,7,9,88.4,67.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:25.352337,6,6,6,7,9,88.4,56.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:27.337909,6,6,6,7,9,88.4,53.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:29.623370,6,6,6,7,9,88.4,55.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:31.353811,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:33.356301,6,6,6,7,9,88.4,59.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:35.555325,6,6,6,7,9,88.4,65.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:37.353503,6,6,6,7,9,88.4,55.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:39.324112,6,6,6,7,9,88.4,64.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:41.404651,6,6,6,7,9,88.4,50.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:43.685218,6,6,6,7,9,88.4,53.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:45.362022,6,6,6,7,9,88.4,56.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:47.319770,6,6,6,7,9,88.4,52.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:49.484205,6,6,6,7,9,88.4,52.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:51.732254,6,6,6,7,9,88.4,63.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:53.421925,6,6,6,7,9,88.4,58.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:55.315685,6,6,6,7,9,88.4,61.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:57.372656,6,6,6,7,9,88.4,65.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:16:59.387674,6,6,6,7,9,88.4,48.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:01.606964,6,6,6,7,9,88.4,57.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:03.359767,6,6,6,7,9,88.4,48.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:05.305130,6,6,6,7,9,88.4,55.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:07.280916,6,6,6,7,9,88.4,49.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:09.352589,6,6,6,7,9,88.4,67.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:11.328379,6,6,6,7,9,88.4,49.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:13.376325,6,6,6,7,9,88.4,64.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:15.302694,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:17.322576,6,6,6,7,9,88.4,59.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:19.296154,6,6,6,7,9,88.4,57.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:21.386589,6,6,6,7,9,88.4,68.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:23.303001,6,6,6,7,9,88.4,50.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:25.285155,6,6,6,7,9,88.4,51.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:27.412286,6,6,6,7,9,88.4,56.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:29.313404,6,6,6,7,9,88.4,55.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:31.305945,6,6,6,7,9,88.4,65.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:33.353017,6,6,6,7,9,88.4,57.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:35.303274,6,6,6,7,9,88.4,50.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:37.337167,6,6,6,7,9,88.4,67.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:39.432439,6,6,6,7,9,88.4,57.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:41.323242,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:43.314397,6,6,6,7,9,88.4,62.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:45.309895,6,6,6,7,9,88.4,57.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:47.348635,6,6,6,7,9,88.4,52.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:49.706738,6,6,6,7,9,88.4,66.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:51.809781,6,6,6,7,9,88.4,50.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:53.474811,6,6,6,7,9,88.4,51.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:55.489102,6,6,6,7,9,88.4,51.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:57.481892,6,6,6,7,9,88.4,59.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:17:59.312814,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:01.347299,6,6,6,7,9,88.4,64.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:03.375717,6,6,6,7,9,88.4,66.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:05.376598,6,6,6,7,9,88.4,49.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:07.290501,6,6,6,7,9,88.4,55.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:09.306101,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:11.351563,6,6,6,7,9,88.4,56.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:13.505147,6,6,6,7,9,88.4,52.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:15.340035,6,6,6,7,9,88.4,61.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:17.295977,6,6,6,7,9,88.4,49.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:19.355700,6,6,6,7,9,88.4,57.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:21.403789,6,6,6,7,9,88.4,60.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:23.427542,6,6,6,7,9,88.4,59.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:25.582316,6,6,6,7,9,88.4,64.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:27.486436,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:29.404608,6,6,6,7,9,88.4,61.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:31.323537,6,6,6,7,9,88.4,61.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:33.542642,6,6,6,7,9,88.4,68.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:35.487060,6,6,6,7,9,88.4,52.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:37.324076,6,6,6,7,9,88.4,52.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:39.449645,6,6,6,7,9,88.4,55.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:41.571081,6,6,6,7,9,88.4,59.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:43.306419,6,6,6,7,9,88.4,62.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:45.310427,6,6,6,7,9,88.4,68.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:47.522935,6,6,6,7,9,88.4,54.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:49.464407,6,6,6,7,9,88.4,53.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:51.368650,6,6,6,7,9,88.4,64.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:53.459683,6,6,6,7,9,88.4,48.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:55.289314,6,6,6,7,9,88.4,55.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:57.389947,6,6,6,7,9,88.4,62.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:18:59.339865,6,6,6,7,9,88.4,59.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:01.606826,6,6,6,7,9,88.4,51.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:03.504349,6,6,6,7,9,88.4,59.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:05.561816,6,6,6,7,9,88.4,64.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:07.354222,6,6,6,7,9,88.4,68.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:09.589102,6,6,6,7,9,88.4,58.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:11.384478,6,6,6,7,9,88.4,48.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:13.509813,6,6,6,7,9,88.4,68.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:15.338926,6,6,6,7,9,88.4,58.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:17.356751,6,6,6,7,9,88.4,51.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:19.520455,6,6,6,7,9,88.4,60.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:21.311013,6,6,6,7,9,88.4,60.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:23.315769,6,6,6,7,9,88.4,55.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-17 21:19:25.249112,6,6,6,7,9,88.4,52.39,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-27 22:46:09.460970,6,6,6,7,5,95.6,55.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-27 22:46:09.476349,6,6,6,7,5,95.6,73.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-27 22:46:11.691221,6,6,6,7,5,95.6,75.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-27 22:46:13.900057,6,6,6,7,5,95.6,60.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-27 22:46:17.172173,6,6,6,7,5,95.6,62.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-27 22:46:19.206154,6,6,6,7,5,95.6,70.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-27 22:46:21.214052,6,6,6,7,5,95.6,63.56999999999999,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-27 22:46:23.181862,6,6,6,7,5,95.6,70.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
2026-05-27 22:46:25.535770,6,6,6,7,5,95.6,74.57,High Overload,"You are overloaded. Focus on urgent tasks first, take break, adjust posture."
